date,bookings,day_of_week,month,holiday,special_event,weather,distance,amenities,revenue
2019-03-14,7,3,3,0,0,Sunny,1.7,4,139713
2019-03-14,17,3,3,0,0,Rainy,4.7,4,389895
2019-03-18,6,0,3,0,0,Cloudy,2.7,3,108408
2019-03-18,12,0,3,0,0,Sunny,2.1,4,343428
2019-03-18,9,0,3,0,1,Sunny,2.9,4,155655
2019-03-19,19,1,3,0,0,Cloudy,4.7,5,349448
2019-03-20,5,2,3,0,0,Cloudy,2.5,2,106950
2019-03-21,7,3,3,0,0,Sunny,3.3,2,129136
2019-03-21,14,3,3,0,0,Sunny,4.2,5,286062
2019-03-23,12,5,3,0,0,Cloudy,2.7,2,300456
2019-03-25,8,0,3,0,0,Rainy,1.9,4,236472
2019-03-26,18,1,3,0,0,Sunny,5.0,5,387504
2019-03-28,11,3,3,0,0,Cloudy,4.8,5,283173
2019-03-29,14,4,3,0,0,Rainy,4.4,3,260470
2019-03-29,16,4,3,0,0,Sunny,3.8,2,192224
2019-03-29,18,4,3,0,0,Sunny,2.2,3,204858
2019-03-31,18,6,3,0,0,Cloudy,4.7,4,199764
2019-03-31,6,6,3,0,0,Rainy,2.1,5,178860
2019-04-01,11,0,4,0,0,Sunny,4.2,4,210111
2019-04-01,9,0,4,0,0,Rainy,4.7,2,91683
2019-04-02,9,1,4,0,0,Rainy,3.4,3,197532
2019-04-02,10,1,4,0,1,Sunny,4.2,2,202070
2019-04-05,17,4,4,0,0,Rainy,4.2,4,205564
2019-04-05,13,4,4,0,1,Sunny,1.8,3,370682
2019-04-06,18,5,4,0,0,Rainy,3.7,2,274356
2019-04-09,10,1,4,0,0,Sunny,1.4,4,185490
2019-04-11,16,3,4,0,0,Cloudy,3.0,2,242960
2019-04-12,17,4,4,0,0,Sunny,1.6,5,429607
2019-04-13,19,5,4,0,0,Sunny,2.7,3,299744
2019-04-14,18,6,4,0,0,Sunny,4.3,3,404082
2019-04-15,12,0,4,0,0,Rainy,4.9,3,213876
2019-04-16,11,1,4,0,0,Cloudy,2.3,5,282887
2019-04-16,13,1,4,0,0,Rainy,3.1,3,225615
2019-04-16,8,1,4,0,0,Rainy,3.0,5,131720
2019-04-18,6,3,4,0,0,Sunny,4.8,3,136422
2019-04-19,11,4,4,0,0,Rainy,2.9,2,306691
2019-04-19,10,4,4,0,0,Sunny,3.8,2,233240
2019-04-20,5,5,4,1,0,Cloudy,4.7,2,101750
2019-04-20,15,5,4,0,0,Rainy,2.5,2,188325
2019-04-21,13,6,4,0,0,Rainy,4.6,5,168363
2019-04-21,13,6,4,0,1,Rainy,4.7,4,359086
2019-04-21,16,6,4,0,0,Sunny,4.7,4,235632
2019-04-22,6,0,4,0,0,Sunny,2.1,2,94116
2019-04-22,7,0,4,1,0,Rainy,2.6,4,95907
2019-04-23,9,1,4,0,0,Rainy,4.5,4,115020
2019-04-27,9,5,4,0,0,Cloudy,2.4,3,251748
2019-04-30,19,1,4,0,0,Cloudy,3.4,5,234992
2019-04-30,5,1,4,0,0,Cloudy,1.5,2,127960
2019-05-03,12,4,5,0,0,Cloudy,1.2,4,125232
2019-05-03,16,4,5,0,0,Cloudy,2.6,4,205248
2019-05-04,12,5,5,1,0,Sunny,3.3,2,138672
2019-05-04,8,5,5,0,0,Cloudy,2.6,3,186912
2019-05-05,17,6,5,0,0,Cloudy,3.3,2,426037
2019-05-06,11,0,5,0,0,Rainy,3.1,3,226336
2019-05-07,19,1,5,0,0,Sunny,3.7,4,504754
2019-05-08,19,2,5,0,0,Cloudy,3.6,5,326610
2019-05-08,15,2,5,0,0,Cloudy,2.7,3,233475
2019-05-09,14,3,5,0,0,Cloudy,2.7,3,355166
2019-05-12,7,6,5,0,1,Rainy,1.6,2,81123
2019-05-12,10,6,5,0,0,Rainy,3.1,4,101590
2019-05-12,18,6,5,0,1,Rainy,3.3,5,398610
2019-05-14,14,1,5,0,0,Cloudy,2.9,2,355222
2019-05-15,17,2,5,0,0,Rainy,2.3,2,281435
2019-05-17,14,4,5,0,0,Cloudy,3.9,5,367318
2019-05-17,16,4,5,0,0,Sunny,1.3,4,307248
2019-05-18,18,5,5,0,0,Cloudy,4.7,5,328392
2019-05-18,13,5,5,0,0,Rainy,1.1,2,321659
2019-05-18,5,5,5,0,0,Sunny,4.8,2,116665
2019-05-19,9,6,5,0,1,Cloudy,2.8,3,210069
2019-05-20,8,0,5,1,0,Sunny,2.7,5,229528
2019-05-21,12,1,5,0,0,Sunny,2.0,5,134736
2019-05-24,15,4,5,0,0,Sunny,1.0,5,233850
2019-05-25,16,5,5,0,0,Cloudy,2.1,2,249360
2019-05-26,5,6,5,0,0,Rainy,1.4,4,96135
2019-05-26,13,6,5,0,0,Cloudy,3.6,2,208598
2019-05-26,10,6,5,0,1,Rainy,2.3,3,222370
2019-05-27,8,0,5,0,0,Cloudy,4.1,2,205192
2019-05-28,16,1,5,0,0,Cloudy,1.8,2,239120
2019-05-28,13,1,5,1,0,Cloudy,4.6,2,233051
2019-05-29,15,2,5,0,1,Rainy,3.1,3,339615
2019-05-31,9,4,5,0,0,Cloudy,1.5,5,233982
2019-05-31,19,4,5,0,0,Sunny,2.6,4,444334
2019-06-01,9,5,6,0,0,Cloudy,1.8,4,153144
2019-06-02,16,6,6,0,0,Sunny,1.8,3,384432
2019-06-02,9,6,6,0,0,Rainy,3.0,5,233280
2019-06-05,5,2,6,0,0,Rainy,3.7,5,118760
2019-06-05,5,2,6,0,1,Cloudy,4.6,3,141340
2019-06-05,12,2,6,0,1,Cloudy,3.0,2,338316
2019-06-06,16,3,6,0,0,Cloudy,4.9,5,210672
2019-06-08,12,5,6,0,0,Sunny,4.8,4,263868
2019-06-08,16,5,6,0,0,Rainy,4.5,3,385392
2019-06-09,19,6,6,0,1,Sunny,3.0,4,236303
2019-06-09,19,6,6,0,0,Sunny,1.6,2,480225
2019-06-10,10,0,6,0,0,Cloudy,1.9,3,152760
2019-06-10,16,0,6,0,0,Cloudy,3.6,4,301744
2019-06-10,15,0,6,0,0,Sunny,2.7,4,267270
2019-06-16,17,6,6,0,0,Sunny,1.6,2,250376
2019-06-18,8,1,6,0,0,Cloudy,2.9,3,232064
2019-06-21,6,4,6,0,0,Cloudy,1.1,5,94428
2019-06-21,18,4,6,0,1,Sunny,3.9,5,284274
2019-06-22,6,5,6,0,0,Cloudy,1.3,4,87138
2019-06-24,13,0,6,0,0,Cloudy,3.5,2,202423
2019-06-25,19,1,6,0,0,Sunny,4.2,4,497971
2019-06-26,9,2,6,0,0,Sunny,1.5,2,227214
2019-06-27,8,3,6,1,0,Rainy,3.1,5,163040
2019-06-30,14,6,6,0,0,Sunny,4.1,4,171136
2019-06-30,17,6,6,0,0,Cloudy,2.0,4,312613
2019-06-30,5,6,6,0,1,Sunny,1.7,2,129635
2019-07-01,11,0,7,0,0,Sunny,2.3,3,238524
2019-07-02,7,1,7,0,0,Sunny,3.2,2,144480
2019-07-04,10,3,7,0,0,Rainy,3.3,3,186620
2019-07-04,9,3,7,0,0,Rainy,1.5,5,147249
2019-07-05,9,4,7,0,0,Cloudy,2.8,4,107532
2019-07-05,15,4,7,1,1,Rainy,2.1,4,331365
2019-07-06,9,5,7,0,0,Sunny,4.4,2,197928
2019-07-08,5,0,7,0,0,Rainy,2.3,2,81590
2019-07-11,5,3,7,0,1,Sunny,4.4,5,110900
2019-07-13,7,5,7,1,0,Rainy,2.7,5,71638
2019-07-14,18,6,7,0,0,Rainy,3.9,3,456696
2019-07-15,16,0,7,0,0,Rainy,3.0,5,479856
2019-07-17,14,2,7,1,0,Sunny,3.5,5,147308
2019-07-17,8,2,7,0,0,Rainy,2.6,5,181744
2019-07-18,9,3,7,0,0,Sunny,4.1,5,178389
2019-07-18,6,3,7,0,0,Sunny,2.7,3,94992
2019-07-18,12,3,7,0,0,Cloudy,2.8,5,273840
2019-07-19,15,4,7,0,0,Rainy,3.1,3,393165
2019-07-20,15,5,7,0,0,Cloudy,4.3,2,256830
2019-07-20,18,5,7,1,0,Cloudy,3.6,4,285156
2019-07-21,6,6,7,1,1,Sunny,2.4,2,67896
2019-07-23,13,1,7,0,0,Rainy,3.7,5,301600
2019-07-24,6,2,7,0,0,Sunny,3.6,4,165048
2019-07-24,17,2,7,0,0,Sunny,4.7,5,428502
2019-07-28,13,6,7,0,0,Rainy,4.4,5,376623
2019-07-28,11,6,7,0,1,Sunny,3.6,2,125158
2019-07-29,19,0,7,0,0,Rainy,2.4,5,565402
2019-07-29,12,0,7,0,0,Rainy,4.1,2,138228
2019-07-29,19,0,7,0,0,Sunny,3.3,5,340765
2019-07-31,15,2,7,1,0,Sunny,4.9,3,241395
2019-08-01,6,3,8,0,0,Cloudy,2.0,4,92130
2019-08-01,11,3,8,0,0,Sunny,1.3,2,209913
2019-08-02,16,4,8,0,0,Rainy,1.3,2,249184
2019-08-02,10,4,8,0,0,Cloudy,3.6,4,233240
2019-08-03,8,5,8,0,0,Rainy,4.8,2,98056
2019-08-04,11,6,8,0,0,Cloudy,1.0,4,257521
2019-08-08,18,3,8,0,0,Sunny,3.9,3,454194
2019-08-10,17,5,8,0,1,Sunny,3.6,5,440079
2019-08-11,8,6,8,0,0,Sunny,3.9,3,236968
2019-08-11,6,6,8,0,0,Rainy,2.4,5,72030
2019-08-11,14,6,8,0,0,Cloudy,4.3,4,397600
2019-08-13,16,1,8,1,0,Rainy,1.2,3,333760
2019-08-16,11,4,8,0,1,Cloudy,4.0,5,220770
2019-08-16,12,4,8,1,0,Sunny,2.1,4,232656
2019-08-17,6,5,8,0,0,Rainy,2.9,5,168936
2019-08-18,9,6,8,1,0,Sunny,4.3,2,253215
2019-08-19,5,0,8,0,0,Rainy,2.1,2,123045
2019-08-21,11,2,8,0,0,Sunny,1.7,4,289993
2019-08-24,12,5,8,0,0,Rainy,3.7,5,355248
2019-08-24,17,5,8,0,0,Rainy,3.1,2,457691
2019-08-27,10,1,8,0,0,Cloudy,3.1,3,248230
2019-08-27,9,1,8,0,0,Sunny,2.0,5,250605
2019-08-28,19,2,8,0,0,Cloudy,1.1,5,352393
2019-08-30,10,4,8,0,0,Cloudy,2.6,2,215150
2019-09-01,19,6,9,0,0,Sunny,1.4,2,194446
2019-09-02,6,0,9,0,0,Rainy,4.6,4,147372
2019-09-02,5,0,9,0,0,Cloudy,1.2,5,139660
2019-09-05,11,3,9,0,0,Sunny,2.7,3,192280
2019-09-05,11,3,9,0,0,Rainy,1.2,2,156343
2019-09-05,14,3,9,0,1,Cloudy,1.4,5,284102
2019-09-07,15,5,9,0,1,Cloudy,3.6,2,175095
2019-09-08,14,6,9,0,0,Cloudy,3.6,4,169400
2019-09-09,18,0,9,1,0,Rainy,1.1,5,393282
2019-09-12,6,3,9,0,0,Cloudy,1.0,5,177342
2019-09-15,6,6,9,0,0,Rainy,1.3,4,169194
2019-09-15,5,6,9,0,0,Cloudy,4.1,3,69205
2019-09-16,14,0,9,0,0,Sunny,3.3,2,282758
2019-09-16,12,0,9,0,1,Cloudy,1.2,4,216192
2019-09-16,19,0,9,0,0,Sunny,3.0,5,323209
2019-09-17,12,1,9,0,0,Sunny,3.8,4,173916
2019-09-18,5,2,9,0,0,Sunny,4.5,5,135290
2019-09-19,16,3,9,0,0,Rainy,4.7,4,297248
2019-09-20,15,4,9,0,0,Sunny,2.3,3,182370
2019-09-20,12,4,9,0,0,Cloudy,1.5,5,348540
2019-09-21,13,5,9,0,0,Rainy,1.9,4,156832
2019-09-24,18,1,9,0,0,Sunny,4.1,3,238554
2019-09-25,8,2,9,0,0,Rainy,4.9,3,182624
2019-09-26,5,3,9,1,0,Rainy,2.9,2,57005
2019-09-26,5,3,9,0,0,Rainy,2.2,5,148215
2019-09-26,7,3,9,0,0,Cloudy,2.7,2,176351
2019-09-26,19,3,9,0,0,Sunny,2.2,3,419824
2019-09-26,18,3,9,0,1,Rainy,2.0,2,255852
2019-09-27,9,4,9,0,0,Rainy,3.4,2,266499
2019-09-28,9,5,9,0,1,Rainy,1.1,4,189207
2019-10-01,13,1,10,0,1,Sunny,2.0,2,285350
2019-10-02,14,2,10,0,0,Rainy,3.6,3,289856
2019-10-02,18,2,10,0,0,Rainy,1.1,2,366174
2019-10-03,16,3,10,1,1,Cloudy,1.3,5,349872
2019-10-04,6,4,10,0,0,Sunny,2.2,4,76470
2019-10-05,6,5,10,0,0,Cloudy,4.5,3,83196
2019-10-07,10,0,10,0,1,Sunny,4.1,2,219560
2019-10-08,19,1,10,0,0,Sunny,1.1,5,300542
2019-10-08,13,1,10,0,0,Sunny,3.0,3,371878
2019-10-08,5,1,10,0,0,Cloudy,2.1,2,130465
2019-10-09,13,2,10,0,0,Cloudy,3.6,4,379288
2019-10-10,13,3,10,0,0,Cloudy,3.9,2,331409
2019-10-11,17,4,10,0,0,Cloudy,4.5,3,474436
2019-10-15,13,1,10,0,0,Rainy,2.9,3,236912
2019-10-16,9,2,10,0,0,Rainy,5.0,3,126225
2019-10-16,17,2,10,1,0,Rainy,4.9,5,492150
2019-10-18,19,4,10,0,0,Sunny,4.5,2,554553
2019-10-18,13,4,10,0,0,Rainy,3.3,2,210015
2019-10-19,15,5,10,0,0,Sunny,2.6,2,357585
2019-10-20,8,6,10,0,0,Cloudy,2.5,4,85752
2019-10-21,6,0,10,0,0,Sunny,1.0,5,149340
2019-10-22,17,1,10,0,1,Sunny,2.0,5,465052
2019-10-23,10,2,10,0,0,Rainy,3.9,4,285910
2019-10-23,18,2,10,0,0,Cloudy,3.4,5,259668
2019-10-24,8,3,10,0,0,Cloudy,4.7,4,180096
2019-10-24,10,3,10,0,0,Rainy,1.2,3,250640
2019-10-25,7,4,10,0,0,Cloudy,1.6,3,166369
2019-10-26,10,5,10,0,0,Cloudy,4.2,5,213080
2019-10-26,6,5,10,0,0,Cloudy,2.4,3,128862
2019-10-26,6,5,10,0,0,Rainy,1.5,3,137418
2019-10-27,17,6,10,0,0,Cloudy,5.0,3,317560
2019-10-28,13,0,10,0,0,Sunny,4.1,2,158652
2019-10-28,11,0,10,0,0,Sunny,2.6,3,326260
2019-10-28,7,0,10,0,1,Cloudy,4.3,2,77714
2019-10-29,17,1,10,0,0,Rainy,3.7,4,259131
2019-10-30,15,2,10,0,0,Rainy,4.2,4,249210
2019-11-01,5,4,11,1,0,Rainy,4.3,4,131495
2019-11-03,12,6,11,0,1,Cloudy,1.3,4,224484
2019-11-03,18,6,11,0,0,Cloudy,3.5,4,430434
2019-11-05,10,1,11,0,1,Sunny,1.0,3,106300
2019-11-07,11,3,11,0,0,Rainy,1.2,3,240988
2019-11-07,13,3,11,0,0,Sunny,4.6,3,271011
2019-11-07,9,3,11,1,0,Sunny,3.1,4,172539
2019-11-08,19,4,11,0,0,Rainy,3.9,4,431699
2019-11-13,5,2,11,0,0,Cloudy,4.4,2,133305
2019-11-13,16,2,11,0,0,Cloudy,4.8,5,425856
2019-11-13,14,2,11,0,0,Sunny,4.5,3,276416
2019-11-14,11,3,11,0,1,Sunny,2.9,5,172590
2019-11-15,19,4,11,0,0,Sunny,2.3,4,444619
2019-11-15,9,4,11,0,1,Sunny,1.6,4,158931
2019-11-16,7,5,11,0,0,Rainy,2.6,4,144207
2019-11-16,16,5,11,0,0,Sunny,2.5,5,347264
2019-11-16,17,5,11,0,1,Sunny,3.2,2,170425
2019-11-17,13,6,11,0,0,Cloudy,3.7,4,329992
2019-11-18,5,0,11,0,0,Cloudy,4.9,2,118525
2019-11-19,5,1,11,0,0,Cloudy,3.9,2,93260
2019-11-19,5,1,11,0,0,Rainy,3.6,3,116895
2019-11-20,7,2,11,0,0,Rainy,2.3,5,119042
2019-11-20,16,2,11,0,0,Cloudy,1.1,4,477872
2019-11-20,10,2,11,0,0,Cloudy,2.2,2,283780
2019-11-21,14,3,11,0,1,Sunny,4.1,5,261548
2019-11-21,15,3,11,0,0,Sunny,1.8,5,166080
2019-11-21,7,3,11,0,1,Rainy,3.8,4,71505
2019-11-22,12,4,11,0,0,Rainy,3.3,3,238980
2019-11-23,18,5,11,0,0,Sunny,1.7,3,356112
2019-11-24,18,6,11,0,0,Cloudy,2.0,2,521820
2019-11-28,14,3,11,0,0,Sunny,3.0,3,347536
2019-11-28,6,3,11,0,1,Rainy,2.7,3,79878
2019-11-29,18,4,11,0,0,Rainy,4.1,3,378594
2019-11-30,13,5,11,0,0,Sunny,3.9,5,259584
2019-11-30,7,5,11,0,0,Sunny,3.3,4,183687
2019-11-30,9,5,11,0,0,Sunny,4.3,5,143451
2019-12-01,14,6,12,0,1,Rainy,3.3,5,345744
2019-12-01,12,6,12,0,1,Cloudy,4.9,4,297528
2019-12-01,6,6,12,0,0,Sunny,1.9,5,73770
2019-12-03,10,1,12,0,0,Rainy,3.9,2,116960
2019-12-04,16,2,12,0,0,Rainy,2.5,2,338960
2019-12-05,9,3,12,0,0,Rainy,2.1,5,254970
2019-12-06,17,4,12,0,1,Sunny,1.7,3,374017
2019-12-08,14,6,12,0,0,Sunny,3.2,5,340900
2019-12-10,13,1,12,0,0,Cloudy,1.9,3,379171
2019-12-10,16,1,12,0,0,Rainy,1.8,5,218304
2019-12-10,9,1,12,0,1,Sunny,5.0,2,147780
2019-12-11,6,2,12,0,0,Rainy,4.2,3,131022
2019-12-11,9,2,12,0,0,Rainy,4.0,2,261261
2019-12-11,19,2,12,0,0,Cloudy,4.2,5,310707
2019-12-11,16,2,12,0,0,Sunny,4.9,4,328656
2019-12-12,8,3,12,0,0,Sunny,3.3,3,95456
2019-12-13,19,4,12,0,0,Rainy,1.9,3,408234
2019-12-14,15,5,12,0,0,Rainy,4.4,5,176355
2019-12-15,11,6,12,0,0,Cloudy,4.0,5,165935
2019-12-15,10,6,12,0,0,Cloudy,2.7,3,156370
2019-12-15,18,6,12,0,0,Cloudy,2.9,4,200088
2019-12-15,6,6,12,0,0,Cloudy,2.6,5,124554
2019-12-16,16,0,12,0,0,Cloudy,4.7,5,347056
2019-12-18,15,2,12,0,0,Cloudy,2.4,5,157380
2019-12-19,15,3,12,0,0,Rainy,4.9,4,282165
2019-12-20,17,4,12,0,1,Cloudy,4.6,3,280058
2019-12-21,9,5,12,0,0,Rainy,3.5,2,219465
2019-12-22,11,6,12,0,0,Rainy,3.3,5,217118
2019-12-23,15,0,12,0,0,Sunny,2.5,4,359685
2019-12-24,11,1,12,0,0,Rainy,1.1,3,239305
2019-12-25,19,2,12,0,0,Rainy,1.5,3,376143
2019-12-26,9,3,12,0,0,Cloudy,4.0,4,221463
2019-12-27,16,4,12,0,0,Rainy,2.9,5,365872
2019-12-27,19,4,12,1,0,Cloudy,1.6,2,553413
2019-12-28,13,5,12,0,0,Cloudy,2.1,5,232258
2019-12-28,8,5,12,0,0,Cloudy,4.8,3,203592
2019-12-28,15,5,12,0,0,Sunny,2.5,2,310275
2019-12-28,7,5,12,0,0,Cloudy,4.6,5,108157
2019-12-30,19,0,12,1,0,Rainy,2.2,2,352412
2019-12-30,8,0,12,0,0,Cloudy,3.2,4,137488
2019-12-31,9,1,12,0,1,Cloudy,1.1,5,144918
2019-12-31,17,1,12,0,0,Cloudy,3.1,3,180523
2020-01-01,10,2,1,1,0,Sunny,3.5,3,108820
2020-01-02,7,3,1,0,0,Rainy,1.9,2,95494
2020-01-02,6,3,1,0,1,Sunny,3.3,4,67776
2020-01-03,18,4,1,0,0,Rainy,3.6,5,434196
2020-01-05,17,6,1,0,0,Sunny,3.7,4,219215
2020-01-05,8,6,1,0,1,Rainy,4.1,4,218504
2020-01-06,9,0,1,0,1,Sunny,2.2,2,138294
2020-01-06,8,0,1,0,0,Cloudy,3.3,2,149688
2020-01-08,18,2,1,0,0,Sunny,4.9,5,532728
2020-01-08,15,2,1,0,0,Sunny,4.6,3,431895
2020-01-09,17,3,1,0,0,Cloudy,4.8,5,309383
2020-01-09,19,3,1,0,0,Cloudy,2.5,4,393623
2020-01-09,16,3,1,1,0,Rainy,4.1,2,214768
2020-01-10,7,4,1,0,0,Rainy,3.5,4,141477
2020-01-11,12,5,1,0,0,Rainy,1.3,2,273384
2020-01-13,14,0,1,0,0,Sunny,4.3,3,314636
2020-01-14,8,1,1,0,0,Rainy,3.7,4,109336
2020-01-16,18,3,1,0,0,Sunny,1.8,2,328986
2020-01-18,6,5,1,0,0,Sunny,1.3,5,134544
2020-01-18,6,5,1,0,1,Rainy,4.3,5,173112
2020-01-18,5,5,1,0,0,Rainy,1.3,5,140100
2020-01-19,17,6,1,0,0,Sunny,1.4,4,308635
2020-01-20,8,0,1,0,1,Cloudy,2.7,2,108664
2020-01-20,14,0,1,0,0,Cloudy,1.5,2,357210
2020-01-21,13,1,1,1,0,Sunny,4.7,2,182117
2020-01-21,18,1,1,0,1,Rainy,2.9,4,534780
2020-01-22,15,2,1,0,0,Sunny,3.3,2,306150
2020-01-22,11,2,1,0,0,Sunny,4.7,3,314611
2020-01-23,19,3,1,0,0,Rainy,3.1,4,284373
2020-01-24,16,4,1,0,0,Cloudy,2.4,3,460048
2020-01-24,14,4,1,0,0,Sunny,4.2,3,289730
2020-01-25,11,5,1,0,1,Cloudy,2.8,5,210485
2020-01-28,17,1,1,0,0,Cloudy,2.3,4,267274
2020-01-29,19,2,1,0,0,Rainy,3.9,2,484766
2020-01-29,11,2,1,0,0,Sunny,4.2,3,232408
2020-01-29,19,2,1,1,0,Sunny,4.2,4,274436
2020-01-29,12,2,1,0,0,Cloudy,4.9,2,211416
2020-01-29,5,2,1,0,0,Cloudy,4.1,5,140300
2020-01-31,14,4,1,0,0,Rainy,4.1,4,156744
2020-01-31,17,4,1,0,0,Cloudy,4.4,4,379049
2020-01-31,14,4,1,0,0,Rainy,1.0,4,179018
2020-02-01,12,5,2,0,0,Sunny,2.4,2,215124
2020-02-02,8,6,2,1,0,Rainy,4.0,3,237616
2020-02-02,8,6,2,0,0,Cloudy,3.4,3,97408
2020-02-03,8,0,2,0,0,Sunny,1.7,4,150336
2020-02-03,10,0,2,0,0,Rainy,2.2,4,191710
2020-02-03,11,0,2,1,0,Sunny,2.3,2,136961
2020-02-03,10,0,2,0,0,Rainy,3.3,5,106280
2020-02-06,5,3,2,0,1,Cloudy,4.3,4,99105
2020-02-06,16,3,2,0,0,Cloudy,4.7,4,284448
2020-02-06,12,3,2,0,0,Sunny,4.0,5,164352
2020-02-08,17,5,2,0,0,Sunny,4.4,4,495533
2020-02-08,14,5,2,0,0,Sunny,2.9,3,321608
2020-02-09,19,6,2,0,0,Rainy,2.6,4,347833
2020-02-10,15,0,2,0,0,Cloudy,2.6,3,224340
2020-02-10,17,0,2,0,0,Sunny,3.5,2,343315
2020-02-11,11,1,2,0,1,Sunny,1.5,2,297836
2020-02-13,10,3,2,0,1,Sunny,3.3,3,295460
2020-02-14,10,4,2,0,0,Rainy,3.7,3,111050
2020-02-15,9,5,2,0,0,Sunny,2.8,5,264528
2020-02-15,10,5,2,0,0,Sunny,4.8,3,285450
2020-02-16,16,6,2,0,0,Rainy,3.4,3,406672
2020-02-16,13,6,2,1,0,Rainy,1.9,4,314444
2020-02-17,14,0,2,0,0,Sunny,2.9,5,316428
2020-02-17,13,0,2,0,0,Sunny,3.7,3,250328
2020-02-18,19,1,2,0,0,Rainy,2.3,3,460028
2020-02-19,14,2,2,0,0,Cloudy,1.3,3,166782
2020-02-20,12,3,2,1,0,Rainy,3.3,4,247116
2020-02-23,14,6,2,0,0,Cloudy,4.8,4,164808
2020-02-24,13,0,2,0,0,Sunny,2.9,4,379132
2020-02-24,17,0,2,0,0,Sunny,4.6,2,390932
2020-02-24,14,0,2,0,0,Cloudy,4.3,4,180194
2020-02-29,12,5,2,0,1,Rainy,1.6,3,278808
2020-03-01,12,6,3,0,0,Sunny,3.8,4,324528
2020-03-02,5,0,3,0,0,Cloudy,2.7,4,102605
2020-03-02,14,0,3,1,0,Rainy,2.0,5,288988
2020-03-04,15,2,3,0,0,Cloudy,3.7,3,166980
2020-03-04,9,2,3,0,0,Rainy,4.0,4,96291
2020-03-04,8,2,3,0,0,Rainy,1.7,2,196272
2020-03-05,6,3,3,0,0,Rainy,4.7,5,121380
2020-03-05,12,3,3,0,0,Rainy,4.0,4,195564
2020-03-05,7,3,3,0,0,Cloudy,4.7,5,159873
2020-03-06,8,4,3,0,0,Cloudy,2.3,5,142496
2020-03-07,16,5,3,0,0,Cloudy,4.8,2,232912
2020-03-08,11,6,3,0,0,Cloudy,2.5,2,133969
2020-03-08,14,6,3,0,0,Cloudy,1.2,2,294420
2020-03-08,13,6,3,0,0,Rainy,4.1,3,247845
2020-03-08,6,6,3,1,0,Sunny,3.8,5,109650
2020-03-10,7,1,3,1,0,Sunny,3.4,4,194642
2020-03-10,8,1,3,1,0,Cloudy,3.0,2,200712
2020-03-11,14,2,3,0,1,Cloudy,1.1,2,184520
2020-03-12,5,3,3,0,0,Sunny,3.5,5,83480
2020-03-12,11,3,3,0,0,Rainy,2.7,5,215413
2020-03-14,6,5,3,1,0,Cloudy,3.2,5,161988
2020-03-15,9,6,3,0,0,Rainy,2.7,4,214821
2020-03-15,19,6,3,0,1,Sunny,4.9,3,413383
2020-03-15,5,6,3,0,0,Sunny,3.4,3,133270
2020-03-15,7,6,3,0,0,Cloudy,4.0,2,155806
2020-03-16,16,0,3,0,0,Rainy,4.7,3,199488
2020-03-16,6,0,3,0,0,Cloudy,3.4,4,145248
2020-03-16,5,0,3,0,0,Sunny,1.0,3,125210
2020-03-16,11,0,3,0,1,Rainy,1.1,4,282029
2020-03-17,9,1,3,0,0,Cloudy,3.8,2,193914
2020-03-17,5,1,3,0,0,Cloudy,2.1,5,111635
2020-03-22,10,6,3,0,1,Cloudy,3.3,4,242700
2020-03-24,9,1,3,0,0,Sunny,1.8,5,229707
2020-03-24,19,1,3,0,0,Cloudy,2.1,2,461700
2020-03-24,7,1,3,0,0,Rainy,3.0,4,209937
2020-03-25,16,2,3,1,0,Cloudy,4.9,4,332400
2020-03-25,11,2,3,0,0,Sunny,3.5,3,244915
2020-03-25,15,2,3,1,0,Cloudy,4.7,4,441885
2020-03-25,14,2,3,1,0,Sunny,4.8,2,373422
2020-03-26,13,3,3,0,0,Sunny,1.8,5,215982
2020-03-26,18,3,3,0,0,Rainy,2.2,4,238536
2020-03-26,17,3,3,0,0,Rainy,4.1,2,296055
2020-03-26,17,3,3,0,0,Cloudy,4.5,2,453254
2020-03-27,13,4,3,0,0,Sunny,3.1,4,274508
2020-03-27,18,4,3,0,0,Sunny,5.0,3,485352
2020-03-29,13,6,3,0,0,Rainy,1.0,4,194454
2020-03-31,6,1,3,0,0,Rainy,2.2,4,85656
2020-03-31,7,1,3,0,0,Cloudy,3.5,3,103432
2020-04-01,11,2,4,0,0,Sunny,2.9,2,299288
2020-04-02,9,3,4,0,0,Rainy,1.5,4,124488
2020-04-02,6,3,4,0,0,Cloudy,2.5,3,149406
2020-04-02,7,3,4,0,0,Sunny,1.1,5,108115
2020-04-02,14,3,4,0,0,Sunny,3.6,5,159320
2020-04-03,10,4,4,0,0,Rainy,4.6,3,198650
2020-04-03,17,4,4,0,0,Cloudy,4.5,2,406742
2020-04-04,11,5,4,0,1,Rainy,3.8,3,324940
2020-04-04,13,5,4,0,0,Cloudy,2.9,2,280540
2020-04-05,5,6,4,0,0,Sunny,3.0,5,78170
2020-04-06,15,0,4,0,0,Cloudy,1.5,4,237150
2020-04-06,11,0,4,0,0,Cloudy,2.4,3,221969
2020-04-07,12,1,4,0,0,Cloudy,1.8,5,267012
2020-04-07,16,1,4,0,0,Cloudy,4.3,4,370096
2020-04-08,18,2,4,0,0,Cloudy,4.7,5,530874
2020-04-10,7,4,4,0,0,Rainy,3.1,3,158949
2020-04-10,8,4,4,1,0,Cloudy,3.9,3,236992
2020-04-10,14,4,4,0,0,Cloudy,1.5,4,395262
